id_sale,qty_sale,total_price,date_sale,status,created_at,updated_at
1511,3,65000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1512,1,25000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1513,3,65000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1514,2,44000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1515,4,83000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1516,2,43000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1517,5,102000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1518,4,83000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1519,1,22000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1520,4,87000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1521,2,43000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1522,4,83000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1523,3,65000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1524,2,40000,2021-10-11,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1525,3,75000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1526,2,40000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1527,3,61000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1528,1,18000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1529,1,25000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1530,3,54000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1531,4,91000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1532,3,69000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1533,4,76000,2021-10-12,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1534,3,58000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1535,4,87000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1536,1,25000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1537,2,43000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1538,1,25000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1539,5,112000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1540,1,18000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1541,2,36000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1542,5,105000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1543,2,47000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1544,1,22000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1545,2,43000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1546,3,68000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1547,3,65000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1548,4,76000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1549,4,91000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1550,4,90000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1551,3,65000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1552,3,62000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1553,5,115000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1554,4,86000,2021-10-13,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1555,3,72000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1556,3,69000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1557,4,76000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1558,5,101000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1559,5,115000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1560,1,22000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1561,2,36000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1562,3,65000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1563,2,40000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1564,2,47000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1565,1,25000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1566,4,97000,2021-10-14,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1567,5,101000,2021-10-15,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1568,2,40000,2021-10-15,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1569,4,90000,2021-10-15,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1570,2,47000,2021-10-15,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1571,3,68000,2021-10-15,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1572,2,47000,2021-10-15,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1573,1,18000,2021-10-15,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1574,1,22000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1575,4,94000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1576,2,47000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1577,3,61000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1578,3,61000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1579,5,108000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1580,4,97000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1581,3,65000,2021-10-16,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1582,1,22000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1583,1,25000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1584,2,44000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1585,4,83000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1586,4,90000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1587,1,18000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1588,2,40000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1589,1,25000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1590,3,62000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1591,5,112000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1592,4,86000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1593,4,86000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1594,5,94000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1595,4,90000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1596,3,65000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1597,4,80000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1598,2,47000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1599,4,79000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1600,1,25000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1601,1,22000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1602,5,119000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1603,5,101000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1604,4,83000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1605,2,36000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1606,3,65000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1607,5,111000,2021-10-17,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1608,2,50000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1609,3,61000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1610,5,109000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1611,1,18000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1612,3,65000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1613,1,22000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1614,4,83000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1615,5,98000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1616,5,115000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1617,1,25000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1618,4,84000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1619,5,109000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1620,3,68000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1621,4,79000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1622,2,47000,2021-10-18,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1623,5,106000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1624,3,65000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1625,4,94000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1626,2,50000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1627,1,25000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1628,3,61000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1629,5,108000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1630,1,18000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1631,1,22000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1632,4,93000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1633,4,76000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1634,4,90000,2021-10-19,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1635,2,43000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1636,4,87000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1637,2,40000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1638,4,90000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1639,2,36000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1640,1,22000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1641,5,111000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1642,4,97000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1643,4,80000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1644,4,86000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1645,2,47000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1646,5,112000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1647,2,47000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1648,4,97000,2021-10-20,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1649,3,62000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1650,1,25000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1651,1,22000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1652,2,47000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1653,4,91000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1654,2,43000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1655,5,105000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1656,3,68000,2021-10-21,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1657,1,25000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1658,5,111000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1659,2,47000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1660,1,18000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1661,4,86000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1662,5,104000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1663,5,116000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1664,5,104000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1665,3,68000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1666,1,25000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1667,2,44000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1668,3,54000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1669,4,72000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1670,3,65000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1671,2,40000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1672,3,65000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1673,2,36000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1674,1,18000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1675,5,105000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1676,1,25000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1677,4,87000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1678,4,86000,2021-10-22,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1679,2,44000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1680,3,68000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1681,5,119000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1682,4,84000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1683,1,25000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1684,1,18000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1685,4,90000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1686,3,68000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1687,4,87000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1688,2,40000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1689,4,79000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1690,4,83000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1691,4,86000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1692,2,40000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1693,3,58000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1694,2,36000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1695,4,97000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1696,1,18000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1697,2,43000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1698,4,87000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1699,4,80000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1700,1,22000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1701,2,47000,2021-10-23,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1702,3,58000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1703,2,43000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1704,4,90000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1705,2,47000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1706,1,18000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1707,5,111000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1708,4,79000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1709,5,112000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1710,5,102000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1711,5,102000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1712,4,80000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1713,2,44000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1714,1,25000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1715,4,76000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1716,4,84000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1717,5,101000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1718,3,75000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1719,4,79000,2021-10-24,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1720,1,25000,2021-10-25,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1721,2,40000,2021-10-25,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1722,2,50000,2021-10-25,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1723,2,43000,2021-10-25,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1724,2,43000,2021-10-25,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1725,1,22000,2021-10-25,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1726,2,40000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1727,1,25000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1728,4,84000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1729,2,47000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1730,3,66000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1731,3,62000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1732,4,90000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1733,1,18000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1734,4,80000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1735,2,43000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1736,3,68000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1737,3,65000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1738,5,105000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1739,5,111000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1740,1,18000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1741,5,122000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1742,5,112000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1743,1,18000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1744,3,69000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1745,1,25000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1746,4,90000,2021-10-26,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1747,2,40000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1748,5,112000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1749,5,102000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1750,4,83000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1751,2,44000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1752,4,91000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1753,1,22000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1754,5,105000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1755,5,119000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1756,3,65000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1757,4,94000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1758,5,115000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1759,1,22000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1760,3,75000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1761,3,65000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1762,4,79000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1763,5,90000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1764,4,93000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1765,3,54000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1766,4,90000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1767,4,80000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1768,3,72000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1769,1,18000,2021-10-27,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1770,4,90000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1771,1,22000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1772,4,80000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1773,5,115000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1774,2,36000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1775,3,61000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1776,2,40000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1777,1,25000,2021-10-28,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1778,5,105000,2021-10-29,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1779,3,69000,2021-10-29,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1780,3,58000,2021-10-29,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1781,1,18000,2021-10-29,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1782,3,61000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1783,4,97000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1784,2,40000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1785,5,105000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1786,3,54000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1787,4,83000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1788,2,47000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1789,3,61000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1790,1,18000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1791,1,22000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1792,3,66000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1793,1,18000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1794,1,18000,2021-10-30,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1795,5,106000,2021-10-31,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1796,2,47000,2021-10-31,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1797,4,90000,2021-10-31,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1798,3,68000,2021-10-31,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1799,5,115000,2021-10-31,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1800,3,68000,2021-10-31,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1801,1,22000,2021-10-31,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1802,2,40000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1803,1,18000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1804,2,40000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1805,3,65000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1806,4,80000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1807,2,43000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1808,3,75000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1809,1,22000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1810,5,105000,2021-11-01,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1811,2,40000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1812,4,90000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1813,3,62000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1814,4,97000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1815,2,36000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1816,2,40000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1817,3,68000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1818,3,58000,2021-11-02,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1819,3,72000,2021-11-03,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
1820,2,36000,2021-11-03,accepted,2023-07-19 15:01:34,2023-07-19 15:01:34
